participant_id,sample_no,text,label_id,label_name
4,179,"I want to produce a more professional-sounding paragraph in English for my report, but sometimes when I write in English, the meaning is correct while the tone still feels slightly awkward or too direct. I am especially unsure when writing academic explanations that need to sound formal, precise, and not overly repetitive. What I need is not fancy vocabulary for its own sake, but a more natural academic rhythm with better transitions and cleaner sentence structure. Could you help me understand the difference between grammatically correct writing and writing that actually sounds polished in an academic context?",0,neutral
4,180,"I am a bit scared that my current experiment results may not look impressive enough, and that people will focus more on the numbers than on the reasoning, controls, and limitations behind them. I know negative or modest results can still be meaningful, but it is hard not to imagine that others will treat them as signs of failure rather than part of honest research. What worries me most is not criticism itself, but being unable to explain clearly why the result still matters. Could you help me frame weaker results in a way that is honest, rigorous, and still academically defensible?",4,fearful
4,181,"I have too many small unfinished tasks open at the same time, and that fragmented feeling is becoming mentally exhausting because even when I complete one thing, several others are still sitting there demanding attention. None of them is impossible on its own, but together they create a constant sense of pressure that makes it hard to concentrate deeply on any one task. I think part of the problem is that I keep switching contexts instead of closing things properly. Could you help me make a method for reducing open loops so my brain does not keep treating every minor task like an emergency?",3,angry
4,182,"Sometimes when I think about how quickly time is passing, especially this academic year, I feel a kind of low, quiet sadness that is hard to describe. It is not only about stress or deadlines; it is also about the sense that certain periods of life are ending before I have fully made use of them. That thought can make ordinary evenings feel heavier, especially when I feel that I should have done more, enjoyed more, or been more certain about what comes next. Could you help me think about this in a more grounded way so it feels reflective rather than depressing?",2,sad
4,183,"I dislike it when people give overly simple advice about stress, like saying I should just relax, sleep earlier, or stop thinking so much, as if the problem disappears once it is described in one sentence. Usually I already know the obvious advice, and what I actually need is help turning that advice into something realistic under current constraints. When people skip that part, it can feel dismissive rather than supportive, even if they mean well. Could you help me turn common stress advice into a version that is specific, practical, and suited to a busy student rather than sounding like empty slogans?",3,angry
4,184,"I have been putting off one important task for a while, and the delay itself is now becoming part of the stress because every day I do not do it, the task starts to feel heavier and more unpleasant. The strange part is that I often know exactly what the first step should be, but emotionally I still resist starting because I imagine the entire difficulty all at once. I want to break this pattern because it keeps turning manageable tasks into psychological burdens. Could you help me create a way to start important tasks earlier without depending on sudden bursts of motivation?",4,fearful
4,185,"I felt unexpectedly encouraged after someone recognised that I had actually been working hard, because sometimes external acknowledgement makes a bigger difference than I admit to myself. It is not that I only work for praise, but when effort has been mostly invisible, being seen properly can restore energy and confidence very quickly. It reminded me that encouragement is not trivial; it can change how heavy the same workload feels. Could you help me think about how to maintain motivation in a healthier way, so I do not rely entirely on either external praise or harsh self-pressure?",1,happy
4,186,"I need to make my spoken English sound more natural during presentations and meetings, especially when explaining technical material, because sometimes I know the content but still feel slightly unnatural in delivery. The issue is not basic vocabulary, but rhythm, confidence, and the ability to link ideas smoothly without sounding like I am reading from a script. I think this matters because even good content can sound less convincing if the spoken delivery feels hesitant or overly rigid. Could you help me build a simple practice method for improving spoken academic English in a way that fits into a busy week?",0,neutral
4,187,"I worry that if I rest too much, I will fall behind, but if I do not rest enough, I become less efficient and make more mistakes, so it often feels like either choice carries some kind of risk. Because of that, breaks can stop feeling restorative and start feeling guilty, which defeats their purpose. I know the balance should be somewhere in the middle, but it is surprisingly hard to judge when I am mentally tired but still have many tasks left. Could you help me define what a responsible break looks like, so I can rest without immediately turning it into another source of stress?",4,fearful
4,188,"I am tired of making plans that look very sensible on paper but fall apart in practice because they assume I will always feel focused, disciplined, and emotionally steady. Realistically, some days I will be tired, distracted, or discouraged, and plans that ignore that end up feeling like they were designed for someone else. Then when I fail to follow them perfectly, I become frustrated and sometimes abandon the plan altogether. Could you help me build a system that works not only on good days, but also on average and difficult days when my energy is lower?",3,angry
4,189,"There are evenings when I suddenly feel the emotional weight of everything at once, including study pressure, uncertainty about the future, unfinished tasks, and the general tiredness that builds up over time. In those moments, even small problems feel larger, and it becomes difficult to tell whether I am reacting to one specific issue or simply the accumulation of many things. I do not necessarily need dramatic advice, but I do need a way to stabilise myself when the heaviness comes all at once. Could you help me think of a calm evening routine for those lower moments?",2,sad
4,190,"I become annoyed with myself when I waste time in ways that do not even feel properly enjoyable, because then I get the worst combination of both guilt and low-quality rest. It would be easier if I at least felt that the time off had refreshed me, but often it just leaves me more irritated because I avoided work without truly recovering. That pattern makes self-discipline feel harder, because the line between rest and avoidance becomes blurry. Could you help me define the difference between intentional recovery and passive procrastination so I can manage my time with less self-anger?",3,angry
4,191,"I am often unsure how much detail to include when explaining technical work, because if I simplify too much, I worry it sounds shallow, but if I include too much detail, I worry the audience will get lost or bored. This becomes especially stressful when I need to present to people with mixed levels of familiarity, such as classmates, supervisors, or external listeners. I want to learn how to judge the right depth more effectively instead of always second-guessing myself. Could you help me build a rule for layering technical explanations so I can adapt without panicking in real time?",0,neutral
4,192,"I felt good after finally organising part of my project properly, because even though the actual research questions are still challenging, having a cleaner folder structure and clearer files made the whole task feel much more manageable. It is interesting how much order and clarity in the working environment can improve mood and reduce resistance. I want to use that as a reminder that productivity is not only about effort, but also about reducing friction in the system around the work. Could you help me make a small maintenance routine so my project stays organised instead of slowly becoming messy again?",1,happy
4,193,"I need a clearer way to talk about limitations in my report so that they sound academically mature rather than defensive. I do not want the limitations section to read like a list of excuses, but I also do not want to understate genuine weaknesses in the dataset, design, or evaluation. Ideally the writing should show that I understand what the weaknesses are, why they matter, and what reasonable future improvements could address them. Could you help me structure that kind of paragraph so it sounds thoughtful, balanced, and professional?",0,neutral
4,194,"I am nervous about interviews because I worry that even if I prepare well, one unexpected question or one awkward moment could make me seem less competent than I really am. The uncertainty is what makes it difficult, because I can study common questions, but I cannot completely control the atmosphere, the interviewers style, or my own nerves on the day. I want to prepare in a way that improves both my answers and my emotional steadiness rather than focusing only on memorising content. Could you help me build an interview preparation plan that includes mindset, structure, and recovery if I make a small mistake?",4,fearful
4,195,"I feel frustrated when I spend a long time reading papers or documentation and still come away feeling that I only half understand the important point. It is not just about difficulty; sometimes the writing itself seems dense, indirect, or too compressed, which makes the learning process much slower. Then I start doubting whether the problem is the material or my own concentration, and that self-doubt wastes even more energy. Could you help me build a reading strategy for technical material that improves understanding without making every session feel like a battle?",3,angry
4,196,"I sometimes miss feeling more carefree, because lately so much of my mental space has been occupied by responsibility, deadlines, and the sense that there is always something unfinished waiting in the background. Of course growing up means carrying more responsibility, but there are moments when I feel nostalgic for periods when my mind felt lighter and less constantly burdened. I do not want to become childish or avoid responsibility; I just want to feel more mentally breathable again. Could you help me think about how to create a little more emotional space without neglecting what I need to do?",2,sad
4,197,"I get annoyed when I finally decide to ask for guidance and the response I receive is overly vague, because then I am still stuck but now with the added frustration of feeling that I asked and still got nowhere. I do not expect others to solve everything for me, but I do hope for at least enough specificity to point me in the right direction. When that does not happen, it can feel like effort has been wasted twice, first in being confused and then in trying to get help. Could you help me figure out how to ask better follow-up questions so vague answers become less of a dead end?",3,angry
4,198,"I am thinking a lot about whether my current work habits are sustainable over the long term, because even if I can force myself through a busy period, I am not sure that constantly relying on pressure and urgency is a good system. Part of me worries that if I do not push hard, I will underperform, but another part worries that if I keep operating like this, I will burn out or become emotionally numb. I want to find a healthier pace that still keeps standards high. Could you help me think through what sustainable ambition should look like in practice?",4,fearful
4,199,"I felt a real sense of relief after resolving a misunderstanding with someone, because unresolved tension often sits in the background of my mind much longer than I want to admit. Once things became clear, I noticed how much energy had been quietly tied up in replaying the situation and imagining different outcomes. It reminded me that emotional clarity can improve concentration just as much as solving a practical task. Could you help me think about how to address small interpersonal tensions earlier before they grow larger in my head?",7,calm
4,200,"I want to make my responses in experiments sound natural, coherent, and realistic, especially if they are supposed to resemble something a person might genuinely say in a conversational setting. The challenge is that if the text is too short, it may not sound emotionally rich enough, but if it is too long or too formal, it can start to sound artificial. I need a better sense of how to balance realism, clarity, and emotional content when writing or revising prompt texts. Could you help me define a few practical principles for writing longer but still natural-sounding conversational data?",0,neutral
